"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"4673","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","583746","560891","111252.05","Billed Revenue"
"4674","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2015","2015","204838","227586","109788.25","Collected Revenue"
"4675","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2015","2015","204838","227586","109788.25","Billed Revenue"
"4676","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","347208","109624.7","Billed Revenue"
"4677","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","842476","109312.5","Collected Revenue"
"4678","Department for the Aging","Federal Grants-Categorical","TITLE VII ELDER ABUSE PRVNTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","222872","321342","106246.02","Collected Revenue"
"4679","Department for the Aging","Federal Grants-Categorical","TITLE VII ELDER ABUSE PRVNTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","222872","321342","106246.02","Billed Revenue"
"4680","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2015","2015","284520","152288","102544.47","Collected Revenue"
"4681","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2015","2015","284520","152288","102544.47","Billed Revenue"
"4682","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2015","2016","10509762","10758594","101177.17","Collected Revenue"
"4683","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2015","2015","10509762","10758594","101177.17","Billed Revenue"
"4684","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2015","2015","1000000","1000000","100000","Collected Revenue"
"4685","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2015","2015","1000000","1000000","100000","Collected Revenue"
"4686","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2015","2015","1000000","1000000","98600","Collected Revenue"
"4687","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","950317","98591.25","Collected Revenue"
"4688","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","347208","96583","Collected Revenue"
"4689","Department for the Aging","Federal Grants-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","0","171784","95061.27","Collected Unearned Revenue Roll"
"4690","Department for the Aging","Federal Grants-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","0","171784","95047.04","Collected Revenue"
"4691","Department for the Aging","Federal Grants-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","0","171784","95047.04","Billed Revenue"
"4692","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","841650","89107.5","Collected Revenue"
"4693","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","352248","88256.86","Billed Revenue"
"4694","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2015","2015","331028","395804","87267.05","Collected Revenue"
"4695","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2015","2015","331028","395804","87267.05","Billed Revenue"
"4696","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","320436","86212.72","Billed Revenue"
"4697","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","320436","85940.86","Billed Revenue"
"4698","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","352248","85541.44","Collected Revenue"
"4699","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","352248","85541.44","Billed Revenue"
"4700","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2015","2015","1000000","1000000","84593","Collected Revenue"
"4701","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2015","2015","6919608","7229942","84001.34","Collected Unearned Revenue Roll"
"4702","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","583746","583746","81296.78","Collected Revenue"
"4703","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","583746","583746","81296.78","Billed Revenue"
"4704","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","320436","78849.22","Collected Unearned Revenue Roll"
"4705","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","320436","78849.22","Collected Revenue"
"4706","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","320436","77972.11","Billed Revenue"
"4707","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","702990","1173232","77244.9","Collected Revenue"
"4708","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","702990","1173232","77244.9","Collected Unearned Revenue Roll"
"4709","Department for the Aging","Federal Grants-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","0","171784","76905.73","Collected Revenue"
"4710","Department for the Aging","Federal Grants-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","0","171784","76905.73","Billed Revenue"
"4711","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","667026","667026","76467.17","Collected Revenue"
"4712","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","667026","667026","76467.17","Billed Revenue"
"4713","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2015","2015","204838","227586","74939.06","Collected Revenue"
"4714","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","702990","1173232","74939.06","Collected Unearned Revenue Roll"
"4715","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2015","2015","204838","227586","74939.06","Billed Revenue"
"4716","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","18849277","19971484","74829.14","Unbilled Revenue"
"4717","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2015","2015","1000000","1000000","72847.13","Collected Revenue"
"4718","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","320436","71757.58","Collected Revenue"
"4719","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2015","2015","331028","395804","69872.52","Collected Revenue"
"4720","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2015","2015","331028","395804","69872.52","Billed Revenue"
"4721","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","583746","583746","68124.12","Collected Revenue"
"4722","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","583746","583746","68124.12","Billed Revenue"
"4723","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","1488770","65000","Collected Revenue"
"4724","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","320436","64394.08","Collected Revenue"
"4725","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2015","347208","320436","64394.08","Collected Unearned Revenue Roll"
"4726","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","908273","55436.25","Collected Revenue"
"4727","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","702990","1173232","54280.2","Collected Revenue"
"4728","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","702990","1173232","54280.2","Collected Unearned Revenue Roll"
"4729","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2015","2015","331628","300510","53978","Collected Unearned Revenue Roll"
"4730","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","667026","667026","53269.88","Collected Revenue"
"4731","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","667026","667026","53269.88","Billed Revenue"
"4732","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","1488770","52615","Collected Revenue"
"4733","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2015","2015","1000000","1000000","50500","Collected Revenue"
"4734","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2015","2015","1000000","1000000","50000","Collected Revenue"
"4735","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","219832","49773.75","Collected Revenue"
"4736","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","702990","1173232","49756.85","Collected Revenue"
"4737","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2015","702990","1173232","49756.85","Collected Unearned Revenue Roll"
"4738","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","1386742","49226.25","Collected Revenue"
"4739","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2015","2015","19656","1209874","46286.25","Collected Revenue"
"4740","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2015","2015","331628","300510","45087","Collected Revenue"
"4741","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2015","2015","331628","300510","45087","Collected Unearned Revenue Roll"
