"Adopted","Agency","Budget Fiscal Year","Closing Classification Name","Fiscal Year","Fund Class","Funding Class","Modified","Recognized","Revenue Category","Revenue Class","Revenue Source"\
0.00,Department of Citywide Administrative Services,2016,Collected Unearned Revenue Roll,2017,General Fund,STATE,0.00,-208282.48,State Grants-Categorical,JUDICIARY,COURT OPERATION + MAINTENANCE
1433000.00,Department of Citywide Administrative Services,2016,Billed Revenue,2017,General Fund,STATE,2986700.00,-208282.48,State Grants-Categorical,JUDICIARY,COURT INTEREST REIMBURSEMENT
0.00,Department of Citywide Administrative Services,2016,Collected Unearned Revenue Roll,2017,General Fund,STATE,0.00,-208282.48,State Grants-Categorical,JUDICIARY,COURT OPERATION + MAINTENANCE
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-208386.93,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-208396.07,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
206642212.00,Department of Transportation,2016,Collected Revenue,2016,General Fund,CITY FUNDS,206642212.00,-208599.75,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,PARKING METER REVENUES
805388.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,1682752.00,-208608.35,Federal Grants-Categorical,AGRICULTURE,State Admin Match Grants/ Supplemental Nutrition Assistance
602925335.00,Department of Social Services,2016,Billed Revenue,2018,General Fund,FEDERAL - OTHER,528141954.00,-208703.00,Federal Grants and Contracts-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
3283984.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,3375128.00,-208820.69,Federal Grants-Categorical,EDUCATION,EARLY INTERVENTION RESPITE
30252101.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,30252101.00,-208822.57,State Grants-Categorical,EDUCATION,DATA PROCESSING PROGRAM
30252101.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,30252101.00,-208822.57,State Grants-Categorical,EDUCATION,DATA PROCESSING PROGRAM
3800964.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2016,General Fund,STATE,3800964.00,-208906.00,State Grants-Categorical,HEALTH,PUBLIC HEALTH PRIORITIES
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-208972.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
2110597.00,Administration for Children's Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,2104583.00,-209061.00,Federal Grants-Categorical,Health and Human Services,ADOPTION ASSISTANCE -  ADMINISTRATION
9454230000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,9454230000.00,-209107.05,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX 3RD QUART
187214237.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,188363288.00,-209117.00,Federal Grants-Categorical,Health and Human Services,MEDICAL ASSISTANCE PROGRAM
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-209459.04,MISCELLANEOUS,MISCELLANEOUS,N.G. CHECKS
108000000.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,108000000.00,-209721.00,Federal Grants-Categorical,EDUCATION,ESEA TITLE II IMPROVING TEACHER QUALITY
0.00,District Attorney - Bronx County,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,209742.00,-209742.00,State Grants-Categorical,CRIMINAL JUSTICE,FORFEITURE LAW ENFORCEMENT
206642212.00,Department of Transportation,2016,Collected Revenue,2016,General Fund,CITY FUNDS,206642212.00,-209765.25,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,PARKING METER REVENUES
0.00,Administration for Children's Services,2016,Billed Revenue,2018,General Fund,FEDERAL - OTHER,132351541.00,-210070.00,Federal Grants and Contracts-Categorical,Health and Human Services,FOSTER CARE TITLE IV-E
0.00,Administration for Children's Services,2016,Unbilled Revenue,2017,General Fund,FEDERAL - OTHER,132351541.00,-210070.00,Federal Grants-Categorical,Health and Human Services,FOSTER CARE TITLE IV-E
224861780.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,218551660.00,-210090.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,COMMUNITY DEVELOPMENT BLOCK GRANTS
30000000.00,Department of Education,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,30000000.00,-210249.00,Federal Grants-Categorical,EDUCATION,TITLE I GRANTS TO LOCAL EDUCATIONAL AGCS
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-210306.78,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
788059843.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-210619.94,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
788059843.00,Mayoralty,2016,Unbilled Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-210619.94,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
5055722.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2020,General Fund,STATE,4274233.00,-210621.00,State Grants and Contracts-Categorical,MENTAL RETARDATION,CHAPTER 620 MENTAL RETARDATION
21038101.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,21038101.00,-210681.18,Federal Grants-Categorical,AGRICULTURE,SCHOOL LUNCH
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,FEDERAL - CD,0.00,-210684.39,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,HOUSING LITIGATION DIVISION
206642212.00,Department of Transportation,2016,Collected Revenue,2016,General Fund,CITY FUNDS,206642212.00,-210723.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,PARKING METER REVENUES
1478792.00,Department of Transportation,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,1478792.00,-210910.58,Federal Grants-Categorical,TRANSPORTATION,MANHATTAN BRIDGE
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-210910.58,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
409606.00,Housing Preservation and Development,2016,Billed Revenue,2020,General Fund,OTHER CATEGORICAL,409606.00,-210971.29,Non-Governmental Grants,NONGOVT GRANTS - HOUSING,NYC HOUSING TRUST FUND - BPCA
788059843.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-211004.79,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
788059843.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,798220894.00,-211004.79,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
8816000.00,Department of Health and Mental Hygiene,2016,Collected Revenue,2016,General Fund,CITY FUNDS,8816000.00,-211080.00,"LICENS. PERM. PRIV, FRANCHISES",PERMITS,PERMITS - GENERAL
788059843.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - CD,1299135421.00,-211147.16,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
0.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-211211.61,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
101731668.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,94430398.00,-211405.72,Federal Grants-Categorical,Health and Human Services,RYAN WHITE HIV EMERGCY RELIEF
206642212.00,Department of Transportation,2016,Collected Revenue,2016,General Fund,CITY FUNDS,206642212.00,-211489.50,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,PARKING METER REVENUES
55638883.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2023,General Fund,FEDERAL - OTHER,600000.00,-211620.00,Federal Grants and Contracts-Categorical,Health and Human Services,TITLE IV-E -  FOSTER CARE ADMINISTRATION
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2023,General Fund,FEDERAL - OTHER,0.00,-211620.00,Federal Grants and Contracts-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Small Business Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-211628.86,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
602925335.00,Department of Social Services,2016,Billed Revenue,2018,General Fund,FEDERAL - OTHER,528141954.00,-211684.00,Federal Grants and Contracts-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
23049928.00,Administration for Children's Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,23049928.00,-211764.00,Federal Grants-Categorical,Health and Human Services,SOC SERV BLOCK GRANT TITLE XX OTHER
3000000.00,Housing Preservation and Development,2016,Billed Revenue,2018,General Fund,FEDERAL - OTHER,3000000.00,-211962.00,Federal Grants and Contracts-Categorical,HOUSING AND URBAN DEVELOPMENT,HOME INVESTMENT PARTNERSHIP
334801.00,Department of Education,2016,Unbilled Revenue,2017,General Fund,STATE,483000.00,-212000.00,State Grants and Contracts-Categorical,MOTOR VEHICLES,STOP DRIVING WHILE INTOXICATED
398000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,360000000.00,-212025.00,TAXES,INCOME TAXES,UTILITY TAX
377795.00,Police Department,2016,Collected Revenue,2016,General Fund,INTRA-CITY SALES,377795.00,-212231.84,CHARGES FOR SERVICES,INTRA-CITY CHARGES,OTHER SERVICES/FEES
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-212271.43,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-212385.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-212390.95,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-212414.16,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-212500.16,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
164888.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,1947780.00,-212596.03,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,LEAD HAZARD REDUCTION DEMONSTRATION GT
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-212596.03,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-212717.50,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Police Department,2016,Collected Unearned Revenue Roll,2016,General Fund,OTHER CATEGORICAL,646487.00,-212726.08,Non-Governmental Grants,NONGOVT GRANTS-OTHER,GMC-CHEVROLET IMPALA
0.00,Police Department,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,646487.00,-212726.08,Non-Governmental Grants,NONGOVT GRANTS-OTHER,GMC-CHEVROLET IMPALA
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-212987.76,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX 2ND YEAR
788059843.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-213000.10,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
788059843.00,Mayoralty,2016,Unbilled Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-213000.10,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
702500.00,Police Department,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,1608747.00,-213173.45,Federal Grants-Categorical,JUSTICE,ENFORCEMENT OVERTIME DRUG
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-213177.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2017,General Fund,STATE,0.00,-213289.57,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Transportation,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,574430.00,-213289.57,Federal Grants-Categorical,TRANSPORTATION,TRAFFIC INJURY PREVENTION
0.00,Department of Transportation,2016,Unbilled Revenue,2017,General Fund,FEDERAL - OTHER,574430.00,-213289.57,Federal Grants-Categorical,TRANSPORTATION,TRAFFIC INJURY PREVENTION
0.00,Police Department,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-213289.57,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-213290.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-213310.42,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-213356.93,TAXES,INCOME TAXES,Business Tax Suspense Account
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-213548.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,0.00,-213548.00,Federal Grants-Categorical,EDUCATION,ARRA-STATE FISCAL STABILIZATION FUND (I3)
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-213550.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
21011386.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,21011386.00,-213757.00,Federal Grants-Categorical,EDUCATION,COMMUNITY LEARNING CENTERS
62214133.00,Department of Social Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,108356859.00,-213786.36,Federal Grants-Categorical,Health and Human Services,TANF - FRINGE BENEFITS
539000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,570000000.00,-213843.00,TAXES,OTHER TAXES,TAX ON OCCUPANCY OF HOTEL ROOM
57151.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,539035.00,-213867.68,Federal Grants-Categorical,Health and Human Services,Community Programs to Improve Minority Health Grant Program
300476353.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,300476353.00,-213924.00,Federal Grants-Categorical,AGRICULTURE,FREE & REDUCED PRICE LUNCH
21011386.00,Department of Education,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,20015438.00,-214074.00,Federal Grants-Categorical,EDUCATION,COMMUNITY LEARNING CENTERS
21011386.00,Department of Education,2016,Unbilled Revenue,2017,General Fund,FEDERAL - OTHER,20015438.00,-214074.00,Federal Grants-Categorical,EDUCATION,COMMUNITY LEARNING CENTERS
788059843.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,805261115.00,-214178.13,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
8816000.00,Department of Health and Mental Hygiene,2016,Collected Revenue,2016,General Fund,CITY FUNDS,8816000.00,-214600.00,"LICENS. PERM. PRIV, FRANCHISES",PERMITS,PERMITS - GENERAL
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-214663.02,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
788059843.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - CD,1299135421.00,-215075.64,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-215148.59,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-215216.06,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-215216.06,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
224861780.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - CD,231417413.00,-215273.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,COMMUNITY DEVELOPMENT BLOCK GRANTS
480800.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,480800.00,-215480.00,Federal Grants-Categorical,Health and Human Services,REFUGEE AND ENTRANT ASSISTANCE - DISCRET
206642212.00,Department of Transportation,2016,Collected Revenue,2016,General Fund,CITY FUNDS,206642212.00,-215612.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,PARKING METER REVENUES
23049928.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,23049928.00,-215925.00,Federal Grants-Categorical,Health and Human Services,SOC SERV BLOCK GRANT TITLE XX OTHER
0.00,Department of Information Technology and Telecommunications,2016,Collected Unearned Revenue Roll,2019,General Fund,OTHER CATEGORICAL,182696.00,-215954.89,Non-Governmental Grants,NONGOVT GRANTS-OTHER,NON-GOVERNMENTAL GRANTS
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-216014.40,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
1550000.00,Department of Education,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,1550000.00,-216293.00,Federal Grants-Categorical,EDUCATION,EDUCATION FOR HOMELESS CHILDREN & YOUTH
206642212.00,Department of Transportation,2016,Collected Revenue,2016,General Fund,CITY FUNDS,206642212.00,-216320.25,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,PARKING METER REVENUES
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-216324.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
1418000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,1696000000.00,-216370.00,TAXES,OTHER TAXES,CONVEYANCE OF REAL PROPERTY TX
0.00,Department of Parks and Recreation,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,864444.00,-216458.00,Non-Governmental Grants,NONGOVT GRANTS-OTHER,PARKS RECREATION AND CONSERVATION
0.00,Department of Parks and Recreation,2016,Collected Unearned Revenue Roll,2016,General Fund,OTHER CATEGORICAL,864444.00,-216458.00,Non-Governmental Grants,NONGOVT GRANTS-OTHER,PARKS RECREATION AND CONSERVATION
0.00,Department of Parks and Recreation,2016,Collected Revenue,2017,General Fund,OTHER CATEGORICAL,864444.00,-216458.00,Non-Governmental Grants,NONGOVT GRANTS-OTHER,PARKS RECREATION AND CONSERVATION
0.00,Department of Parks and Recreation,2016,Collected Unearned Revenue Roll,2017,General Fund,OTHER CATEGORICAL,322510.00,-216458.00,Non-Governmental Grants,NONGOVT GRANTS-OTHER,PARKS RECREATION AND CONSERVATION
0.00,Department of Parks and Recreation,2016,Billed Revenue,2017,General Fund,OTHER CATEGORICAL,322510.00,-216458.00,Non-Governmental Grants,NONGOVT GRANTS-OTHER,PARKS RECREATION AND CONSERVATION
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-216481.56,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
